,DM_1,DM_2,DM_3,DM_4,DM_5,selected,Pseudoorder-1
chr1:43348380-43350127,-9.478165954753296e-05,-0.00019151709840124306,-0.00013433170680583962,0.00013381856360064612,5.273882094605996e-05,Trajectory-1,691.0
chr1:43836257-43837040,-0.0005979484838520312,-0.0008740084955368685,-1.904189372084288e-05,-0.0005339060985584679,0.0002755015126032937,Trajectory-1,72.0
chr1:48793747-48794411,0.0008814997391639419,-2.924546450179525e-05,-0.00074743428974873,3.8488449840092024e-05,0.0001340157722232094,Trajectory-1,1343.0
chr1:52685819-52686885,-0.0001349727585744953,-0.00010344632892158552,-4.9520306575776274e-05,0.00021284144687834053,-4.177587076698941e-05,Trajectory-1,661.0
chr1:53959600-53960093,-2.5804183189804464e-05,-0.00025133050129317686,-0.0002445440365461347,0.00011706338348161173,0.00011065459540346624,Trajectory-1,773.0
chr1:58583452-58584970,-7.322017785221858e-05,0.00012876583615996983,4.880368615273381e-05,0.0002852627690095779,-0.00013230441676362936,Trajectory-1,765.0
chr1:58754628-58756004,-0.0004988109131456027,-0.0006782398871263513,-1.670778208714108e-05,-0.00025566009784386474,0.0001377448121707229,Trajectory-1,139.0
chr1:64921304-64923882,-0.00041985294584040813,-0.00023689768592747155,0.00018523910861336585,-3.399329270628233e-05,-0.0001245206146530439,Trajectory-1,238.0
chr1:65055683-65057003,1.6353121614534451e-06,0.0005828437664675446,0.000298450991111388,0.00023983574856556656,-0.00020083912333196158,Trajectory-1,909.0
chr1:65958775-65959287,9.616545452065824e-05,-0.0003812158837249326,-0.0004384460356922864,5.658975933558555e-05,0.0002451794204952906,Trajectory-1,900.0
chr1:68278297-68278535,-0.0002302981038328561,-2.1263146081186226e-05,0.00012541192134899406,8.589007556581671e-05,-0.0001003915391540288,Trajectory-1,529.0
chr1:76270199-76271253,0.0015542957351748485,0.0007731850707735075,-0.000553240491103988,-0.00036707288105970786,7.433925548784819e-06,Trajectory-1,1441.0
chr1:77218646-77220059,0.0001571220623179454,7.945761332101929e-05,-0.00021996826810917643,0.0003169534724715156,-2.4165277073616736e-06,Trajectory-1,1026.0
chr1:83860319-83861448,-0.00011808388565173123,0.0001873177012825743,0.0001495725419380823,0.00019512311777001226,-0.00013543700352910788,Trajectory-1,712.0
chr1:84753453-84753966,-1.0772092188186034e-06,0.0004984006700347795,0.0002878376539398333,-2.3472331364341617e-05,-5.935157304042595e-05,Trajectory-1,893.0
chr1:89256946-89257489,0.00024215817242720223,0.001814808277528009,0.0010293153240618445,-0.000835736018545792,0.0005669126668939333,Trajectory-1,1161.0
chr1:89428951-89429584,0.0007730562979516085,0.00027699819792825113,-0.0005727309126750624,0.00021057136229907716,7.679751614166679e-05,Trajectory-1,1327.0
chr1:89739069-89740396,-0.0007058962058582197,-0.0008884001881575188,9.639682584512612e-05,-0.0006224818528323389,0.00023567497405315102,Trajectory-1,29.0
chr1:89842557-89847653,4.972988713372056e-06,0.00016896317526971283,-1.803818616063891e-05,0.0003386106437727239,-9.560498677207703e-05,Trajectory-1,874.0
chr1:92475811-92476797,-0.0006385868245855268,-0.0007177706990436508,0.00011301691093936629,-0.0004074483524331766,0.00013185029994235687,Trajectory-1,58.0
chr1:92964507-92965802,0.00015971898475036116,-0.0002605311271336389,-0.00039973123038907903,7.398230815847958e-05,0.00014636879176402855,Trajectory-1,984.0
chr1:93062148-93062663,0.00027008721548410524,-0.00012836292485719327,-0.0004077657553330212,0.00011832823569654893,8.850863567737e-05,Trajectory-1,1084.0
chr1:93695546-93696100,0.0004680879204019036,0.0008170725809995469,3.3729663612180786e-05,0.00011134007656922403,6.700890098153125e-05,Trajectory-1,1249.0
chr1:93758704-93759485,-0.0001917693990440015,-0.0003784190471172612,-0.0001605716568992054,1.9112488387279714e-05,0.00011301690169688027,Trajectory-1,534.0
chr1:98388335-98388886,-0.0007646469419137262,-0.0009530331169476302,0.00012181104328220501,-0.0006977362871395458,0.00025160668616548384,Trajectory-1,17.0
chr1:101136491-101137839,0.00014000904617488325,0.00010874650368474333,-0.0001635941770797683,0.0001989471443721804,2.3312604392372118e-05,Trajectory-1,1012.0
chr1:101178355-101179747,0.00047212167163907453,0.000249549608554727,-0.00032462664574486676,0.00016918660197915296,3.0360731219894504e-05,Trajectory-1,1226.0
chr1:101287968-101289046,-0.00020985340939312687,0.00025185578982796295,0.00027110274526452447,0.0001763984907523457,-0.00018442804670390763,Trajectory-1,611.0
chr1:107782138-107782689,0.0006144271379761903,0.00012741002818500056,-0.0005332479112848076,0.00015954075988968425,6.15266920862451e-05,Trajectory-1,1284.0
chr1:107803962-107805134,0.001428044691506924,-0.00037064183832426136,-0.0010239942654968037,-0.0002902236913742001,1.0322025680826317e-05,Trajectory-1,1410.0
chr1:108512411-108512904,3.9638526198241096e-05,0.00044859055082481546,0.0001630781362845495,0.0001185089977066095,-4.0590577061373386e-05,Trajectory-1,937.0
chr1:110207344-110208379,-6.431109561343307e-05,-0.00034242764967518986,-0.0002749668811448716,0.00010519204410417908,0.0001461952956233291,Trajectory-1,709.0
chr1:110460161-110460735,-0.00021544006439288882,-0.00011723228763156396,3.327237928928399e-05,0.00015185324007721673,-7.604239257493442e-05,Trajectory-1,542.0
chr1:110495939-110496456,-0.00011420659245654732,-0.0002395060565929116,-0.00017540029598343485,0.00015635630598625645,7.118396894203446e-05,Trajectory-1,668.0
chr1:110606145-110608335,0.00017114617489089067,-0.00048748990225383514,-0.0005516431536694595,1.4491549269424664e-05,0.00030269498986641377,Trajectory-1,973.0
chr1:110780480-110781480,-4.3988997159408884e-05,-0.0003698674940500784,-0.00032289900732820713,0.00013374482974141112,0.00017447370162089397,Trajectory-1,730.0
chr1:111195932-111198106,-0.00047258834188813523,-0.00018849122490809003,0.0002822616189217354,-5.420430201785483e-05,-0.00017200367714334706,Trajectory-1,189.0
chr1:111225264-111228273,-0.0007747915560862251,-0.0009513956432103094,0.0001343927764228279,-0.0006488411780539425,0.00020317805733047244,Trajectory-1,16.0
chr1:111663948-111665080,0.00010888678051740493,0.0017154226093693485,0.0011152380254318185,-0.0010777052161267734,0.0007211037564790137,Trajectory-1,1083.0
chr1:115112621-115113412,-0.00035175451445661367,-0.00028996488654344996,6.932543540849468e-05,-7.386643712073445e-06,-1.8196628786107193e-05,Trajectory-1,306.0
chr1:116805955-116809561,3.0421555516112068e-06,-0.00024886560639264906,-0.0002663666633840534,5.675772927247499e-05,0.0001700154348837513,Trajectory-1,808.0
chr1:116986262-116988036,-0.0006389655681338531,-0.0005172309920510608,0.0002593209429964525,-0.00034223333897481203,-2.784845639796676e-05,Trajectory-1,66.0
chr1:119948559-119949129,-0.0001516018950077136,-3.192252751846614e-05,1.6820339901551995e-05,0.00017694925777184128,-4.345261197976382e-05,Trajectory-1,648.0
chr1:120913851-120914547,-0.00015043881024885594,-0.00024092021824373365,-0.00011898299603854435,0.000139491814223437,4.212166694106247e-05,Trajectory-1,619.0
chr1:145424620-145426122,-0.00031938577520274216,-0.0003623997247175553,-2.2950470447583964e-05,3.3877599034811075e-05,2.1167217817545348e-05,Trajectory-1,329.0
chr1:145932238-145933529,0.0003374011107034664,-0.00045284608573506984,-0.0006703719406774944,4.7411752784504813e-05,0.0002577246715469407,Trajectory-1,1099.0
chr1:148345397-148346240,-0.00011120300875298935,-0.0005580092239929325,-0.0003501803918456965,-6.204390710443019e-05,0.00026093886696834916,Trajectory-1,618.0
chr1:149740115-149740718,-0.000287990001443362,0.00022886829182317193,0.0003821660936500671,-2.2943802059974816e-05,-0.00018321933061114809,Trajectory-1,480.0
chr1:150889461-150890623,-0.0006418955770208224,-0.0008171166218999379,6.10423389238735e-05,-0.0004974900113459828,0.00020639100530935026,Trajectory-1,51.0
chr1:151381211-151381476,0.0001030069845859357,0.00035804090056594854,5.3041427230584165e-05,0.0001537129923734709,-3.4827031174037754e-05,Trajectory-1,999.0
chr1:153646378-153650432,-0.0005544116163549193,-0.00029174944577036095,0.0003077628710617004,-9.912328467710239e-05,-0.00019458990861982248,Trajectory-1,124.0
chr1:153849084-153850168,-0.00024034207736352685,8.253791715767401e-05,0.00020201942922247766,0.00017048396428151396,-0.0001834084151822354,Trajectory-1,535.0
chr1:156641681-156642771,4.420307828176662e-05,-0.00029484945514612627,-0.0003071103427557753,4.71662159498131e-05,0.0001497395786479683,Trajectory-1,854.0
chr1:156688980-156690253,-0.00011533625680302089,-6.176391638988555e-05,-3.1186925799116625e-05,0.00018907789303041218,-3.816950105317722e-05,Trajectory-1,684.0
chr1:158800502-158802254,-0.0004956334992861047,-0.0001785743253413403,0.00032002598008263206,-2.2041822355585326e-05,-0.00024411001686386642,Trajectory-1,171.0
chr1:158930302-158932620,-1.8388369629634572e-05,0.0013262049493967024,0.0009539800601347908,-0.0007451513659492133,0.0003342788988060826,Trajectory-1,942.0
chr1:160437217-160439290,-0.0002962686861159541,5.77002857962526e-05,0.00024301150959127064,9.547790932349066e-05,-0.00016297922211538246,Trajectory-1,434.0
chr1:160989867-160990889,0.0004037856250031974,0.00038628059329959426,-0.0002271758934819822,0.00027075948674695944,2.616593105071009e-05,Trajectory-1,1204.0
chr1:161139492-161140248,-0.0003350789370308305,-4.8252978330488844e-05,0.00020180198748863694,0.00013492834342446628,-0.00016771095152851506,Trajectory-1,358.0
chr1:161439672-161441078,-0.0003055632297027105,-0.0002998191166955393,7.78382849778842e-06,5.708870992523475e-05,-7.740725100880894e-06,Trajectory-1,368.0
chr1:162790118-162791088,-0.0002484025903996642,-4.507064328939351e-05,0.0001172117602194896,0.00017056855572339548,-0.00013261815920355283,Trajectory-1,505.0
chr1:164660287-164660972,0.004859964755337614,-0.0004172047385391845,0.0016288851632559683,-0.0021277032743107246,-0.0010740380530490485,Trajectory-1,1484.0
chr1:165836863-165837028,0.00046306259122290156,-0.0005341107467877087,-0.0006201261268618041,-0.00022338229165596275,0.0001511911734189154,Trajectory-1,1153.0
chr1:166509339-166510038,-0.0003200312606436854,2.146906997926153e-05,0.0002499457947512258,0.00014559367903610156,-0.00023371803616296577,Trajectory-1,398.0
chr1:167533574-167534366,-0.0002698500640959094,3.1349587428710425e-05,0.00022387860288146174,-1.6459862132928517e-05,-0.00011323810649977696,Trajectory-1,474.0
chr1:167636766-167638262,-0.0005097842948632585,-0.0004997341172971785,0.000119862551198221,-0.0001858062251374786,-5.49104826832413e-06,Trajectory-1,144.0
chr1:168466086-168467835,-0.0002281204544651572,-0.0006072969521364461,-0.00028116095988865405,-6.899023169519077e-05,0.00027486505053554824,Trajectory-1,444.0
chr1:168535085-168536219,-0.00013655223783887218,-0.00033947946690321434,-0.000209760347020078,0.00011791613564744689,0.00012034177527250168,Trajectory-1,626.0
chr1:169706716-169709115,-0.0001303519059715193,0.00013527956691936088,0.00010789394118891808,0.00026863179610640066,-0.00015800790690491935,Trajectory-1,693.0
chr1:178055143-178056605,-0.00036895130483656594,-0.0002769781262390745,0.00010134635608600588,4.358960666130787e-05,-8.79454503550196e-05,Trajectory-1,288.0
chr1:182028994-182030651,-0.00018839345469872553,5.417584275991057e-05,0.00011543419538462198,0.00025999076289018617,-0.00017756035215570773,Trajectory-1,609.0
chr1:185533639-185533978,-0.0007889668958758071,-0.0009554345834909557,0.00014959107470248625,-0.0007059897902791613,0.00021543046029338694,Trajectory-1,14.0
chr1:192604856-192605516,0.001482260285140552,0.000614054168084992,-0.0006541365135085389,-0.00019021396138905512,3.002191880110399e-05,Trajectory-1,1429.0
chr1:193539684-193540985,-0.00011472823078993778,0.0006712459662552174,0.0005471609621550676,-0.00023336744910403746,-3.517689916057853e-05,Trajectory-1,774.0
chr1:198171724-198173238,6.954205220080716e-06,0.00011258274233437046,-4.644587229794588e-05,0.00023367691375323217,-4.461349996420411e-05,Trajectory-1,867.0
chr1:198720395-198721072,-5.7383412238721006e-05,0.00022831012328345394,0.0001294980576895993,1.8519437923773894e-05,2.6594339579207306e-05,Trajectory-1,791.0
chr1:203681601-203683457,-0.00032579545033686766,0.0002963976136516126,0.00047675021958371814,-0.00010797813152536287,-0.00016530982684573369,Trajectory-1,425.0
chr1:204213720-204214586,-0.00016855187821796967,-0.000548902577161501,-0.00027283736383881,-8.304223621872513e-05,0.00021606578446633663,Trajectory-1,543.0
chr1:204545621-204546526,0.00016129355447388306,0.00010297540180377449,-0.00014970382019681232,0.00010799480250290142,7.489668238147829e-05,Trajectory-1,1027.0
chr1:205279487-205280757,8.06154330160932e-05,0.00012596598102119884,-4.135105281450329e-05,5.1206481040801936e-05,5.24016001313429e-05,Trajectory-1,940.0
chr1:205291296-205292884,-0.0004807369220050042,-0.00024929146357184607,0.00024621125237687003,-7.64200503795844e-05,-0.00012753080891317662,Trajectory-1,180.0
chr1:205485259-205485970,0.0008066285256727217,-7.493068790063138e-05,-0.0006903435697691812,2.99866589104171e-05,7.903087577562661e-05,Trajectory-1,1320.0
chr1:206636944-206637877,2.4509535876006406e-05,-0.0004313839601961882,-0.00037956541131700325,-3.843450363170563e-06,0.00023924818243242793,Trajectory-1,806.0
chr1:206898638-206903128,-3.6353841887149244e-05,0.00023932178163313527,8.892308312460558e-05,0.00021083571325211442,-7.411551056701924e-05,Trajectory-1,828.0
chr1:206904972-206906390,-2.8522056711388497e-05,0.0008806770686265647,0.0005920787568295208,-0.0001965862796616254,-1.9535963410241986e-05,Trajectory-1,901.0
chr1:207088955-207089970,-0.0003121835332562276,-0.00025017421076692695,4.9039189948807784e-05,5.231502317815742e-05,-3.583191244229142e-05,Trajectory-1,366.0
chr1:211133494-211134589,0.0005446603648242981,0.0005668129188111581,-0.00018368629593621004,0.00010696709340788682,5.45555763227469e-05,Trajectory-1,1271.0
chr1:211323194-211323909,0.00023632324527740568,-0.0002576393201881405,-0.0004688520575317308,8.299164357403452e-05,0.00019717839193197822,Trajectory-1,1048.0
chr1:212455726-212456464,0.00010746024991388949,-2.5393054415633165e-05,-0.00025073659747493063,0.0002827648713182166,5.676184636350118e-05,Trajectory-1,965.0
chr1:221793264-221794804,0.0018378509856761735,-0.00010689778162189587,-0.0008896328720380905,-0.0004048864146051857,-0.0003395735723823596,Trajectory-1,1446.0
chr1:221837802-221838395,0.0004793170624201447,-0.00017180758304476102,-0.0005516752955661835,3.409527183426369e-05,0.00020488289813919803,Trajectory-1,1206.0
chr1:223662951-223663316,0.001264569022655862,0.00038924010038977517,-0.0006283790760202524,-0.00016451446266241705,8.022476594975118e-05,Trajectory-1,1409.0
chr1:223811569-223812335,-0.0005139197407163948,-0.0005699380611933979,7.051718369365653e-05,-0.000224555617513971,5.712004853599525e-05,Trajectory-1,128.0
chr1:226626018-226628264,0.00024944562743633113,0.0020516275531507534,0.0012256846960973448,-0.0011157778094072277,0.0007377682949559208,Trajectory-1,1186.0
chr1:226696649-226699526,0.0005010147622663442,0.003149742162538919,0.0018873807959283494,-0.0029115003123896485,0.00246123853215877,Trajectory-1,1265.0
chr1:228415830-228417752,-0.0003102792903420377,-0.0004134530425101393,-6.024279359592172e-05,-2.4742508350006066e-05,7.668758717347279e-05,Trajectory-1,335.0
chr1:228471244-228472251,0.0001376257445289402,0.00096578635296873,0.0004361486427338974,-5.48461162090939e-05,8.679306731366279e-05,Trajectory-1,1075.0
chr1:229057828-229059117,-0.0002628252241704555,-0.0002351544837482404,7.339082502071427e-07,0.00012698733234109015,-3.412599698969925e-05,Trajectory-1,442.0
chr1:229203517-229203779,4.867526988076359e-05,0.00021749688761469091,-1.7535921594358665e-05,0.00018416667552570022,-2.2165292686382054e-05,Trajectory-1,921.0
chr1:229252940-229255355,-0.00031935602600803744,-0.0003684030707004619,-1.0436235538973579e-05,-6.631109605964365e-05,6.567650652145501e-05,Trajectory-1,332.0
chr1:231460482-231461204,-0.0004482220224163205,-0.0008642254142047453,-0.00019771748439341576,-0.00035374008106164184,0.00033299256226269517,Trajectory-1,163.0
chr1:234356401-234357420,-0.000438327902246442,-0.00017040400135800489,0.0002672092186434492,-0.00011102782834873424,-0.00013182524550125113,Trajectory-1,232.0
chr1:234543921-234544926,-0.0006985800398893149,-0.000526105285944447,0.0003275879061216293,-0.00039154419425366677,-8.443384496011001e-05,Trajectory-1,40.0
chr1:235843302-235843833,-0.00015915185874588165,0.00036428797409400406,0.000336884116294021,6.710304053510939e-05,-0.0001930132695729499,Trajectory-1,682.0
chr1:235847992-235849757,-0.00012656798471067466,0.0008955322458970096,0.0007038015561018638,-0.00018767941373700706,-0.0001096538943795882,Trajectory-1,782.0
chr1:236103606-236104081,-0.00010190831993426944,-0.0003570493247087391,-0.00023444161742327592,5.238578691162194e-05,0.00014466211067710173,Trajectory-1,664.0
chr1:243507187-243508940,-0.00016164114657720284,-0.00039540372592730254,-0.0002150283429134981,6.792887875312783e-05,0.00013826250729563402,Trajectory-1,581.0
chr1:243595760-243596995,0.0018187087565870426,-0.0002780775390519158,-0.0007575038581489424,-0.00043733080600146245,-0.0002582030724646668,Trajectory-1,1444.0
chr1:243710542-243710934,5.258770520857373e-05,0.0009627348668187301,0.0005411642830375785,-7.599006013955632e-05,-2.0788091223102465e-05,Trajectory-1,1010.0
chr1:245475908-245476221,-0.00013064309157411329,0.0010439675452420085,0.0008419309970851722,-0.00043088622980927015,2.4903494915524726e-05,Trajectory-1,786.0
chr10:73846-74402,0.00045267965290682723,-0.0002773785323306651,-0.0005626936248297745,-4.8731778191031435e-05,0.00013618172952873796,Trajectory-1,1181.0
chr10:6086090-6087185,-0.0004945526755460592,-0.00043622451988131636,0.0001429379263219239,-0.0001608820582560784,-1.8709974611381145e-05,Trajectory-1,160.0
chr10:6416827-6417363,-0.00018998029479441018,0.00010944671349718955,0.0002124499843622593,-4.530585150217312e-05,-8.729582628898938e-05,Trajectory-1,604.0
chr10:6491397-6495970,-0.0004992730061268316,-0.00037635196626256787,0.0001874260547181294,-0.00010607923447084195,-9.145520670273061e-05,Trajectory-1,159.0
chr10:11255213-11257170,-0.0003361210135363134,-0.00029230388540093984,3.330259879024351e-05,6.215959922166877e-05,-2.059434816398694e-05,Trajectory-1,321.0
chr10:12181028-12181992,0.0010662143669506947,-0.00046026962120455765,-0.0010199913448860384,-0.00016632722457016335,0.0001531059716018304,Trajectory-1,1364.0
chr10:17506450-17507476,-0.0002570556087799097,-0.00028866309754631254,-2.132597212851442e-05,-1.1487738679669094e-05,4.721167555957917e-05,Trajectory-1,435.0
chr10:17510221-17510691,0.0011343266219660249,2.7657646639110062e-05,-0.0007495208873278628,-0.00013807465960691723,3.601375547685722e-05,Trajectory-1,1390.0
chr10:22645812-22647683,-0.00031959821146512057,-0.00033731366961092986,4.3639103639147497e-07,-1.8357149975097456e-05,3.702400120284228e-05,Trajectory-1,327.0
chr10:26456943-26457854,0.0007746324911373624,-0.00010524123252830875,-0.0007350361555642763,6.499306452615192e-05,7.532026433765324e-05,Trajectory-1,1314.0
chr10:26467386-26469655,-0.0004393618259956105,-0.00016466000275622498,0.00027735918087789244,-0.00014711942774777324,-0.00010953421017738846,Trajectory-1,221.0
chr10:26473766-26476241,-0.0003100588516816886,0.00019138344062756305,0.0003637799428149058,4.762994819444568e-05,-0.00020142160102604438,Trajectory-1,430.0
chr10:26682168-26683639,-0.00024308491748821555,6.0401235132838886e-05,0.0002061435218281405,2.7245093586848507e-05,-0.00012463642675591028,Trajectory-1,523.0
chr10:30502095-30503144,0.0014797985046065426,0.0011446908595471514,-0.0003253890739708834,-0.0005415774310091143,0.00024719472342028256,Trajectory-1,1436.0
chr10:33008447-33009407,-4.027531735655853e-05,0.0003449967628342806,0.00018886726479983517,9.95983808625477e-05,-9.135691186950917e-05,Trajectory-1,834.0
chr10:35217899-35219668,4.037368275022051e-05,0.0002441234374652628,4.425091632685542e-06,0.00031155422791659187,-9.549102361806658e-05,Trajectory-1,917.0
chr10:35225114-35225644,-0.0005053530434682961,-0.000528328987521634,0.00011630909263787803,-0.00033369061283865676,7.286926774661273e-05,Trajectory-1,135.0
chr10:35300056-35300622,0.001318982892335801,0.0005909763966553633,-0.000633950224428468,-0.00010854866315150083,4.290687416001342e-05,Trajectory-1,1417.0
chr10:35495571-35496275,-2.303390101968097e-05,0.000179094993885137,3.251994999924102e-05,0.000243097220344141,-7.356332189316908e-05,Trajectory-1,840.0
chr10:42932614-42934502,-0.0003228283345002809,-0.0006375426822659506,-0.0001948759460230685,-0.00015101823142991407,0.00024407509998413318,Trajectory-1,294.0
chr10:43335865-43336132,-0.0006641471211079779,-0.0007962331968301104,0.00010880811977481334,-0.0005341341043765728,0.00017523629527854123,Trajectory-1,41.0
chr10:45469925-45471014,-0.00010507098352410813,-5.581380647785597e-05,-2.6226923300248556e-05,0.00010429712069405891,1.7999741540056103e-05,Trajectory-1,696.0
chr10:46265752-46270743,-0.00019948988049606884,-0.0004151872046898192,-0.00019696542240901094,8.940948955037109e-05,0.00012218671401452392,Trajectory-1,520.0
chr10:47024673-47025179,0.0009618269313091399,0.0009668147850016479,-0.00015285219075409723,-0.0002570256218656738,0.0002581118706841928,Trajectory-1,1387.0
